text,setiment
"So interesting to see “Progressive” Democrat Congresswomen, who originally came from countries whose governments are a complete and total catastrophe, the worst, most corrupt and inept anywhere in the world (if they even have a functioning government at all), now loudly......",negative
"Hey Twitter, fact-check this…a member of my staff received THREE mail-in ballots, addressed to three different individuals, to the same address! And they say your claims of ballot-fraud are “unsubstantiated” @realDonaldTrump.",negative
".@RealDonaldTrump, Speaker Pelosi just confirmed we don’t have TIME to pass #USMCA this year... USMCA will help millions of Americans, but it’s obvious she’d rather waste time with a sham impeachment. #DoNothingDems",negative
This is 40.,neutral
#Narnia reunion  ,neutral
I congratulate Janet on her outstanding public service and look forward to being her colleague at the Brookings Institution http://brook.gs/2nvMo1U,positive
"Introducing my new blog on economics, finance, and sometimes baseball:",neutral
"In my latest blog post, I respond to @paulkrugman’s questions about the relative importance of the housing bust and the financial panic in explaining the depth of the Great Recession. https://brook.gs/2O30IOa",neutral
"The identification of @POTUS as an unindicted co-conspirator in a criminal scheme is more than sufficient cause for Congress to immediately pass legislation protecting the Mueller investigation. I'm calling on my colleagues, on both sides, to join me in passing it. Now.",neutral
Silencing a significant number of voters and erasing history is no way to unite us; it only further divides. Big tech & social media platforms want to act like media orgs but don’t want to be held accountable with the rest of media. Speech should be free whether you agree or not.,negative
"Since you brought it up... I know what it's like to actually be sleepy, especially after 18-hour surgeries and operating on babies in the womb. I hope @IlhanMN knows I care about all people, even those she doesn't recognize as having a right to life.",negative
"Not sure he was fully awake, maybe he meant to reclaim his time back to sleep. twitter.com/cspan/status/1…",neutral
It is nice to be back in the sky again without an unnecessary face mask. #NoMasks,positive
"Congratulations to the next President of the United States, @realDonaldTrump. 'We The People' have spoken.",positive
Silencing a significant number of voters and erasing history is no way to unite us; it only further divides. Big tech & social media platforms want to act like media orgs but don’t want to be held accountable with the rest of media. Speech should be free whether you agree or not.,negative
"Since you brought it up... I know what it's like to actually be sleepy, especially after 18-hour surgeries and operating on babies in the womb. I hope @IlhanMN knows I care about all people, even those she doesn't recognize as having a right to life.",negative
"Not sure he was fully awake, maybe he meant to reclaim his time back to sleep. twitter.com/cspan/status/1…",neutral
It is nice to be back in the sky again without an unnecessary face mask. #NoMasks,positive
"Congratulations to the next President of the United States, @realDonaldTrump. 'We The People' have spoken.",positive
Silencing a significant number of voters and erasing history is no way to unite us; it only further divides. Big tech & social media platforms want to act like media orgs but don’t want to be held accountable with the rest of media. Speech should be free whether you agree or not.,negative
"Since you brought it up... I know what it's like to actually be sleepy, especially after 18-hour surgeries and operating on babies in the womb. I hope @IlhanMN knows I care about all people, even those she doesn't recognize as having a right to life.",negative
"Not sure he was fully awake, maybe he meant to reclaim his time back to sleep. twitter.com/cspan/status/1…",neutral
It is nice to be back in the sky again without an unnecessary face mask. #NoMasks,positive
"Congratulations to the next President of the United States, @realDonaldTrump. 'We The People' have spoken.",positive
Silencing a significant number of voters and erasing history is no way to unite us; it only further divides. Big tech & social media platforms want to act like media orgs but don’t want to be held accountable with the rest of media. Speech should be free whether you agree or not.,negative
"Since you brought it up... I know what it's like to actually be sleepy, especially after 18-hour surgeries and operating on babies in the womb. I hope @IlhanMN knows I care about all people, even those she doesn't recognize as having a right to life.",negative
"Not sure he was fully awake, maybe he meant to reclaim his time back to sleep. twitter.com/cspan/status/1…",neutral
It is nice to be back in the sky again without an unnecessary face mask. #NoMasks,positive
"Congratulations to the next President of the United States, @realDonaldTrump. 'We The People' have spoken.",positive
"Today, I PROUDLY stand with my friend @realDonaldTrump The American people should be appalled by this case of political persecution and outraged by the current state of our judicial system. Join me in praying for the future of our nation.",positive
"Happy 48th wedding anniversary to my beautiful wife, Candy. I was blessed to marry such a loving mother, grandmother and patriot. Cheers to many more!",positive
Silencing a significant number of voters and erasing history is no way to unite us; it only further divides. Big tech & social media platforms want to act like media orgs but don’t want to be held accountable with the rest of media. Speech should be free whether you agree or not.,negative
"Since you brought it up... I know what it's like to actually be sleepy, especially after 18-hour surgeries and operating on babies in the womb. I hope @IlhanMN knows I care about all people, even those she doesn't recognize as having a right to life.",negative
